inning_id,runs,wickets,overs,final_score,checkpoint
221-1,133,4,17,183,18
221-2,120,7,17,144,18
222-1,112,6,17,139,18
223-1,104,6,17,130,18
224-1,79,8,17,112,18
224-2,100,4,17,113,18
225-1,133,2,17,174,18
225-2,146,4,17,178,18
226-1,152,4,17,191,18
226-2,115,7,17,134,18
227-1,112,6,17,132,18
228-1,146,3,17,192,18
228-2,149,4,17,195,18
229-1,124,6,17,145,18
229-2,109,7,17,134,18
23-1,154,2,17,187,18
23-2,171,5,17,188,18
230-1,106,5,17,133,18
231-1,141,4,17,184,18
231-2,129,7,17,149,18
232-1,112,5,17,142,18
232-2,101,6,17,104,18
233-1,82,7,17,82,18
234-1,139,3,17,168,18
234-2,114,6,17,146,18
235-1,127,2,17,153,18
235-2,121,5,17,151,18
236-1,113,5,17,137,18
236-2,108,2,17,141,18
237-1,135,3,17,161,18
237-2,129,3,17,162,18
239-1,80,6,17,112,18
24-1,120,5,17,142,18
24-2,101,6,17,128,18
240-1,133,3,17,163,18
240-2,127,6,17,154,18
241-1,112,4,17,151,18
241-2,136,4,17,152,18
242-1,111,3,17,140,18
242-2,131,1,17,143,18
243-1,149,3,17,188,18
243-2,168,4,17,193,18
244-1,117,7,17,148,18
244-2,124,6,17,151,18
245-1,145,3,17,175,18
245-2,118,7,17,142,18
246-1,125,4,17,159,18
246-2,150,1,17,160,18
247-1,152,1,17,182,18
247-2,156,1,17,184,18
248-1,153,3,17,183,18
248-2,128,6,17,162,18
249-1,129,4,17,165,18
25-1,134,3,17,176,18
25-2,130,4,17,179,18
250-1,146,4,17,187,18
250-2,147,5,17,190,18
253-1,146,3,17,168,18
253-2,120,6,17,152,18
254-2,99,3,17,124,18
255-1,112,6,17,132,18
255-2,101,7,17,126,18
256-1,178,4,17,195,18
256-2,124,5,17,147,18
257-1,135,3,17,164,18
257-2,135,5,17,156,18
258-1,138,2,17,171,18
258-2,166,1,17,175,18
259-1,184,4,17,231,18
259-2,176,4,17,202,18
26-1,152,4,17,188,18
26-2,142,7,17,162,18
260-1,124,4,17,172,18
260-2,116,7,17,135,18
261-1,92,7,17,109,18
262-1,118,3,17,142,18
262-2,102,5,17,117,18
263-1,131,4,17,160,18
263-2,139,7,17,161,18
264-1,113,5,17,141,18
264-2,120,2,17,145,18
265-1,110,5,17,129,18
266-1,117,5,17,148,18
266-2,109,6,17,131,18
267-1,81,5,17,94,18
267-2,88,2,17,95,18
268-1,141,3,17,181,18
268-2,133,4,17,155,18
269-1,123,4,17,157,18
269-2,109,6,17,119,18
27-1,122,7,17,131,18
270-1,100,5,17,119,18
271-1,113,4,17,143,18
271-2,115,4,17,144,18
272-1,126,2,17,165,18
272-2,130,4,17,146,18
273-1,131,3,17,159,18
273-2,117,6,17,136,18
274-1,116,4,17,140,18
275-1,135,3,17,169,18
275-2,126,5,17,149,18
276-1,126,4,17,147,18
276-2,138,1,17,149,18
277-1,114,5,17,160,18
277-2,106,4,17,139,18
278-1,114,4,17,156,18
278-2,119,3,17,139,18
279-1,149,3,17,175,18
279-2,157,5,17,179,18
28-1,137,4,17,160,18
28-2,126,5,17,157,18
280-1,176,3,17,205,18
280-2,101,7,17,120,18
281-1,94,3,17,114,18
282-1,149,3,17,178,18
282-2,123,7,17,146,18
283-1,106,5,17,125,18
284-1,109,5,17,119,18
285-1,158,2,17,196,18
285-2,125,5,17,133,18
286-1,112,4,17,136,18
286-2,132,4,17,137,18
287-1,143,4,17,163,18
288-1,124,4,17,146,18
289-1,126,3,17,176,18
289-2,127,4,17,158,18
29-1,147,2,17,182,18
29-2,178,2,17,184,18
290-1,154,3,17,178,18
290-2,161,4,17,181,18
292-1,97,5,17,135,18
292-2,86,6,17,125,18
293-1,141,4,17,170,18
293-2,110,6,17,141,18
294-1,91,9,17,97,18
295-1,102,7,17,136,18
295-2,124,3,17,138,18
296-1,193,1,17,232,18
297-1,120,5,17,152,18
297-2,103,3,17,141,18
298-1,93,5,17,118,18
299-1,111,3,17,133,18
3-1,141,3,17,183,18
30-1,116,8,17,134,18
300-1,169,2,17,198,18
300-2,104,8,17,116,18
302-1,91,6,17,128,18
303-1,137,4,17,175,18
303-2,132,4,17,178,18
304-1,135,4,17,175,18
304-2,138,4,17,177,18
305-1,121,5,17,147,18
305-2,130,5,17,148,18
306-1,159,4,17,185,18
306-2,118,8,17,142,18
307-1,172,1,17,205,18
307-2,119,7,17,147,18
308-1,102,7,17,112,18
31-1,146,4,17,160,18
310-1,105,6,17,129,18
310-2,85,6,17,101,18
311-1,156,2,17,191,18
311-2,132,7,17,160,18
312-1,121,6,17,157,18
312-2,115,6,17,137,18
313-1,145,5,17,193,18
314-1,127,4,17,164,18
314-2,112,7,17,142,18
315-1,122,4,17,166,18
315-2,108,7,17,144,18
316-1,119,4,17,138,18
316-2,102,4,17,142,18
317-1,142,5,17,165,18
317-2,99,7,17,123,18
318-1,89,5,17,110,18
319-1,164,4,17,197,18
319-2,157,6,17,170,18
32-1,171,2,17,207,18
32-2,158,6,17,181,18
320-1,173,2,17,205,18
320-2,156,3,17,208,18
321-1,102,7,17,115,18
322-1,109,4,17,131,18
322-2,108,4,17,137,18
323-1,130,5,17,157,18
323-2,136,5,17,162,18
324-1,129,3,17,155,18
324-2,122,3,17,156,18
325-1,101,6,17,134,18
325-2,111,6,17,132,18
326-1,158,1,17,195,18
326-2,120,8,17,136,18
327-1,83,8,17,92,18
328-1,143,2,17,196,18
328-2,159,4,17,197,18
329-1,155,3,17,182,18
329-2,139,4,17,186,18
33-1,129,3,17,157,18
33-2,82,8,17,96,18
330-1,103,5,17,124,18
331-1,157,2,17,187,18
332-1,125,3,17,164,18
332-2,130,5,17,151,18
333-1,125,5,17,163,18
333-2,140,3,17,166,18
334-1,129,2,17,146,18
334-2,118,3,17,147,18
335-1,148,2,17,192,18
335-2,142,5,17,172,18
336-1,140,3,17,163,18
336-2,130,3,17,164,18
337-1,103,4,17,126,18
337-2,107,5,17,127,18
338-1,136,3,17,189,18
338-2,121,6,17,143,18
339-1,110,2,17,146,18
34-1,110,7,17,153,18
34-2,130,5,17,153,18
340-1,124,3,17,168,18
340-2,129,4,17,171,18
341-1,151,3,17,177,18
341-2,129,6,17,159,18
342-1,175,3,17,207,18
342-2,148,7,17,170,18
343-1,137,4,17,156,18
343-2,118,6,17,149,18
344-1,160,1,17,190,18
344-2,111,4,17,143,18
345-1,118,4,17,152,18
345-2,128,1,17,151,18
346-1,90,8,17,100,18
346-2,83,5,17,101,18
347-1,113,4,17,139,18
347-2,118,3,17,140,18
348-1,130,2,17,186,18
348-2,135,3,17,173,18
349-1,123,5,17,141,18
350-1,135,3,17,158,18
350-2,147,3,17,163,18
351-1,97,7,17,120,18
351-2,94,5,17,119,18
352-1,133,4,17,160,18
352-2,114,3,17,150,18
353-1,127,3,17,150,18
353-2,120,5,17,143,18
354-1,141,4,17,177,18
354-2,116,6,17,134,18
355-1,149,3,17,173,18
355-2,147,3,17,174,18
356-1,142,1,17,181,18
356-2,143,5,17,185,18
357-1,125,5,17,153,18
357-2,146,3,17,154,18
358-1,106,4,17,125,18
359-1,138,5,17,170,18
359-2,120,6,17,145,18
36-1,175,2,17,209,18
36-2,138,5,17,161,18
360-1,105,6,17,141,18
361-1,97,4,17,126,18
361-2,97,6,17,127,18
362-1,138,2,17,173,18
362-2,117,7,17,138,18
363-1,156,1,17,182,18
363-2,124,3,17,155,18
364-1,88,5,17,114,18
365-1,145,2,17,170,18
365-2,109,7,17,125,18
366-1,145,3,17,190,18
366-2,150,6,17,194,18
367-1,128,4,17,171,18
367-2,131,5,17,173,18
368-1,127,4,17,158,18
368-2,127,3,17,160,18
369-1,117,6,17,136,18
369-2,111,5,17,140,18
37-1,132,5,17,162,18
37-2,133,6,17,165,18
370-1,112,6,17,140,18
370-2,97,6,17,108,18
371-1,93,5,17,120,18
372-1,176,1,17,215,18
372-2,165,6,17,194,18
373-1,107,4,17,126,18
373-2,110,4,17,128,18
374-1,114,5,17,141,18
374-2,135,4,17,145,18
375-1,113,3,17,136,18
375-2,92,6,17,102,18
376-1,99,4,17,132,18
376-2,104,6,17,123,18
377-1,136,4,17,162,18
377-2,155,0,17,163,18
378-1,115,4,17,162,18
378-2,120,5,17,144,18
379-1,141,5,17,187,18
379-2,125,7,17,149,18
38-1,146,6,17,161,18
38-2,126,5,17,167,18
380-1,183,3,17,222,18
381-1,160,1,17,190,18
381-2,164,3,17,192,18
382-1,109,6,17,128,18
382-2,114,4,17,129,18
383-1,115,5,17,156,18
383-2,130,3,17,154,18
384-1,107,4,17,126,18
384-2,94,6,17,104,18
385-1,149,3,17,165,18
385-2,144,2,17,160,18
386-1,112,6,17,148,18
386-2,109,7,17,139,18
387-1,80,7,17,99,18
388-1,108,5,17,130,18
388-2,103,6,17,130,18
389-1,106,5,17,144,18
389-2,109,8,17,125,18
39-1,133,3,17,185,18
39-2,162,4,17,189,18
390-1,160,3,17,209,18
390-2,137,7,17,165,18
391-1,131,6,17,138,18
392-1,130,4,17,154,18
393-1,112,5,17,145,18
393-2,131,3,17,148,18
394-1,93,5,17,114,18
394-2,97,6,17,115,18
395-1,137,3,17,183,18
395-2,127,8,17,142,18
396-1,135,4,17,165,18
396-2,125,4,17,166,18
397-1,135,2,17,180,18
397-2,115,5,17,132,18
398-1,100,7,17,124,18
398-2,108,4,17,126,18
399-1,128,3,17,159,18
399-2,114,6,17,135,18
4-1,128,4,17,163,18
4-2,145,4,17,164,18
40-1,120,6,17,155,18
40-2,146,5,17,158,18
400-1,112,7,17,157,18
400-2,123,5,17,153,18
401-1,116,4,17,152,18
401-2,130,4,17,152,18
402-1,86,7,17,119,18
402-2,101,5,17,108,18
403-1,144,3,17,179,18
403-2,83,8,17,92,18
404-1,131,2,17,169,18
405-1,105,5,17,123,18
405-2,99,5,17,127,18
406-1,100,8,17,119,18
406-2,93,6,17,124,18
407-1,110,7,17,117,18
408-1,120,3,17,161,18
409-1,142,2,17,185,18
409-2,149,3,17,186,18
41-1,178,4,17,208,18
410-1,156,3,17,185,18
410-2,157,4,17,186,18
411-1,219,2,17,263,18
411-2,124,6,17,133,18
412-1,130,3,17,171,18
412-2,122,5,17,164,18
413-1,133,3,17,159,18
413-2,132,4,17,162,18
414-1,115,5,17,159,18
414-2,128,3,17,160,18
415-1,126,4,17,149,18
415-2,135,3,17,150,18
416-1,108,7,17,144,18
417-1,168,3,17,194,18
417-2,108,7,17,136,18
418-1,168,2,17,200,18
418-2,151,3,17,186,18
419-1,124,4,17,164,18
419-2,128,2,17,149,18
42-1,110,5,17,138,18
42-2,111,7,17,119,18
420-1,137,4,17,171,18
420-2,142,3,17,173,18
421-1,128,3,17,174,18
421-2,138,8,17,170,18
422-1,121,3,17,164,18
422-2,110,7,17,127,18
423-1,100,4,17,129,18
424-1,106,6,17,136,18
425-1,150,3,17,186,18
425-2,145,3,17,171,18
426-1,142,3,17,187,18
426-2,152,5,17,170,18
427-1,115,4,17,132,18
428-1,74,7,17,80,18
429-1,130,1,17,174,18
429-2,162,3,17,176,18
43-1,116,5,17,148,18
43-2,117,4,17,136,18
430-1,99,5,17,139,18
431-1,142,3,17,178,18
431-2,150,3,17,182,18
432-1,135,3,17,161,18
433-1,116,4,17,154,18
434-1,130,2,17,170,18
434-2,100,8,17,105,18
435-1,177,1,17,223,18
435-2,115,7,17,146,18
436-1,127,3,17,145,18
436-2,130,2,17,147,18
437-1,116,5,17,152,18
437-2,98,6,17,106,18
438-1,124,3,17,183,18
438-2,133,6,17,179,18
439-1,99,5,17,112,18
439-2,100,4,17,116,18
44-1,166,3,17,212,18
440-1,114,6,17,150,18
440-2,102,5,17,120,18
441-1,102,5,17,115,18
441-2,102,4,17,116,18
442-1,113,3,17,141,18
443-1,99,6,17,120,18
444-1,152,2,17,178,18
444-2,146,4,17,184,18
445-1,125,2,17,170,18
445-2,134,5,17,163,18
446-1,131,4,17,168,18
446-2,122,7,17,135,18
447-1,147,5,17,166,18
447-2,129,6,17,152,18
448-1,145,3,17,190,18
449-1,111,5,17,136,18
449-2,85,7,17,113,18
45-1,115,4,17,158,18
450-1,156,3,17,183,18
450-2,120,7,17,133,18
451-1,130,4,17,172,18
451-2,119,7,17,134,18
453-1,100,5,17,130,18
453-2,108,4,17,132,18
454-1,151,1,17,192,18
454-2,137,6,17,144,18
455-1,104,4,17,132,18
455-2,108,6,17,135,18
456-1,119,6,17,165,18
456-2,140,4,17,169,18
457-1,112,5,17,148,18
457-2,97,8,17,125,18
458-1,135,2,17,163,18
458-2,109,4,17,122,18
459-1,101,4,17,145,18
46-1,150,2,17,189,18
46-2,162,2,17,192,18
460-1,172,2,17,205,18
460-2,190,4,17,206,18
461-1,108,4,17,133,18
461-2,110,4,17,135,18
462-1,101,6,17,115,18
463-1,132,4,17,166,18
463-2,135,5,17,167,18
464-1,159,5,17,191,18
464-2,155,3,17,193,18
465-1,135,3,17,177,18
466-1,162,3,17,193,18
466-2,113,7,17,121,18
467-1,117,6,17,140,18
467-2,107,8,17,133,18
468-1,129,5,17,150,18
468-2,126,3,17,148,18
469-1,139,1,17,184,18
469-2,136,4,17,180,18
47-1,112,4,17,138,18
47-2,129,3,17,140,18
470-1,120,3,17,141,18
470-2,120,3,17,142,18
472-1,118,6,17,132,18
472-2,95,8,17,109,18
473-1,94,5,17,125,18
473-2,112,4,17,126,18
474-1,108,4,17,145,18
474-2,131,4,17,146,18
475-1,105,7,17,124,18
475-2,110,5,17,127,18
476-1,127,3,17,152,18
476-2,126,4,17,152,18
477-1,137,2,17,172,18
477-2,142,4,17,157,18
479-1,140,4,17,168,18
479-2,128,5,17,170,18
48-1,134,4,17,167,18
48-2,131,3,17,153,18
480-1,112,4,17,152,18
480-2,136,3,17,156,18
481-1,124,4,17,155,18
481-2,119,5,17,158,18
482-1,139,3,17,170,18
482-2,132,6,17,160,18
483-1,134,5,17,178,18
483-2,146,1,17,181,18
484-1,139,4,17,187,18
484-2,144,6,17,168,18
485-1,119,5,17,160,18
485-2,151,1,17,161,18
486-1,181,3,17,231,18
486-2,144,4,17,187,18
487-1,111,7,17,134,18
487-2,89,6,17,102,18
488-1,173,5,17,198,18
488-2,135,8,17,166,18
489-1,132,5,17,143,18
49-1,164,4,17,195,18
49-2,173,6,17,197,18
490-1,118,2,17,157,18
490-2,131,4,17,160,18
491-1,127,6,17,149,18
492-1,138,3,17,190,18
492-2,147,5,17,191,18
493-1,118,2,17,157,18
493-2,142,3,17,160,18
494-1,129,4,17,148,18
494-2,117,4,17,149,18
495-1,136,4,17,186,18
495-2,141,5,17,170,18
496-1,149,2,17,205,18
496-2,180,4,17,211,18
497-1,123,4,17,141,18
497-2,128,3,17,142,18
498-1,167,3,17,201,18
498-2,109,8,17,139,18
499-1,117,4,17,138,18
499-2,110,3,17,142,18
5-1,142,6,17,157,18
5-2,126,7,17,142,18
50-1,198,3,17,230,18
50-2,192,5,17,223,18
500-1,126,5,17,142,18
500-2,113,3,17,146,18
501-1,141,2,17,178,18
501-2,116,7,17,153,18
502-1,144,3,17,164,18
502-2,144,5,17,165,18
503-1,134,3,17,160,18
503-2,134,2,17,161,18
504-1,124,3,17,154,18
505-1,123,6,17,156,18
505-2,146,2,17,159,18
506-1,159,3,17,195,18
506-2,133,5,17,165,18
507-1,140,3,17,185,18
507-2,168,1,17,189,18
508-1,160,6,17,173,18
508-2,130,3,17,158,18
509-1,133,4,17,179,18
509-2,125,6,17,163,18
51-1,141,6,17,168,18
51-2,131,4,17,161,18
510-1,121,4,17,154,18
511-1,127,5,17,160,18
512-1,110,7,17,115,18
513-1,143,3,17,189,18
514-1,128,5,17,163,18
514-2,109,6,17,135,18
515-1,145,3,17,173,18
515-2,160,3,17,176,18
516-1,193,2,17,226,18
516-2,167,7,17,202,18
517-1,159,2,17,199,18
517-2,179,6,17,200,18
518-1,122,3,17,168,18
518-2,151,3,17,170,18
519-1,120,6,17,150,18
519-2,119,6,17,149,18
52-1,142,7,17,154,18
52-2,142,2,17,158,18
520-1,128,6,17,162,18
520-2,118,5,17,136,18
521-1,164,2,17,209,18
521-2,138,5,17,164,18
522-1,137,4,17,177,18
522-2,147,6,17,179,18
523-1,141,3,17,184,18
523-2,149,5,17,186,18
524-1,150,4,17,177,18
524-2,116,6,17,159,18
525-1,134,5,17,166,18
526-1,116,4,17,164,18
526-2,141,3,17,165,18
527-1,136,6,17,165,18
527-2,147,3,17,169,18
528-1,137,5,17,165,18
528-2,149,2,17,169,18
529-1,98,5,17,127,18
529-2,108,3,17,131,18
53-1,139,3,17,173,18
53-2,149,6,17,164,18
530-1,155,5,17,183,18
531-1,136,4,17,167,18
531-2,129,6,17,163,18
532-1,129,5,17,155,18
533-1,122,4,17,156,18
533-2,147,1,17,157,18
534-1,176,2,17,209,18
534-2,160,6,17,191,18
535-1,117,5,17,146,18
535-2,136,3,17,147,18
536-1,154,3,17,191,18
536-2,152,5,17,191,18
537-1,149,2,17,176,18
538-1,155,5,17,181,18
538-2,124,7,17,154,18
539-1,161,2,17,190,18
539-2,135,8,17,153,18
540-1,119,5,17,130,18
541-1,126,5,17,157,18
541-2,124,4,17,137,18
542-1,161,3,17,192,18
542-2,89,7,17,95,18
543-1,92,8,17,95,18
544-1,123,4,17,150,18
544-2,116,5,17,130,18
545-1,135,5,17,171,18
545-2,130,5,17,158,18
546-1,157,5,17,200,18
547-1,115,5,17,134,18
547-2,101,6,17,132,18
548-1,97,6,17,118,18
549-1,139,4,17,187,18
549-2,154,3,17,179,18
55-1,126,4,17,161,18
55-2,127,7,17,151,18
551-1,159,4,17,192,18
551-2,144,6,17,170,18
552-1,146,1,17,172,18
552-2,124,4,17,149,18
553-1,149,1,17,189,18
553-2,138,5,17,175,18
554-1,122,4,17,148,18
554-2,112,7,17,124,18
555-1,132,5,17,167,18
555-2,96,7,17,132,18
556-1,121,5,17,152,18
556-2,121,5,17,153,18
557-1,190,2,17,226,18
558-1,170,3,17,201,18
558-2,145,5,17,194,18
559-1,122,4,17,158,18
559-2,125,3,17,159,18
56-1,114,3,17,162,18
56-2,111,8,17,142,18
560-1,149,4,17,183,18
560-2,160,6,17,184,18
561-1,122,4,17,163,18
561-2,135,4,17,157,18
562-1,185,1,17,235,18
562-2,166,4,17,196,18
563-1,128,3,17,157,18
563-2,115,5,17,145,18
564-1,157,3,17,185,18
564-2,129,6,17,180,18
565-1,99,4,17,119,18
567-1,130,4,17,171,18
567-2,144,5,17,166,18
569-1,100,6,17,130,18
57-1,105,4,17,128,18
570-1,169,4,17,199,18
570-2,157,7,17,190,18
571-1,151,5,17,187,18
572-1,90,8,17,113,18
573-1,141,4,17,187,18
573-2,141,7,17,162,18
574-1,137,2,17,180,18
574-2,103,9,17,109,18
575-1,113,5,17,139,18
575-2,113,4,17,140,18
576-1,173,3,17,202,18
576-2,132,6,17,161,18
577-1,80,7,17,121,18
579-1,136,4,17,161,18
58-1,101,8,17,107,18
580-1,183,2,17,227,18
580-2,152,6,17,182,18
581-1,163,2,17,187,18
581-2,166,3,17,188,18
582-1,136,4,17,163,18
582-2,151,3,17,164,18
583-1,90,7,17,111,18
584-1,115,4,17,142,18
584-2,128,2,17,146,18
585-1,99,7,17,143,18
585-2,121,5,17,147,18
586-1,131,3,17,152,18
586-2,131,4,17,153,18
587-1,173,4,17,191,18
587-2,171,2,17,192,18
588-1,123,4,17,142,18
589-1,108,6,17,138,18
59-1,92,7,17,129,18
59-2,100,3,17,128,18
590-1,134,4,17,170,18
591-1,117,5,17,135,18
592-1,144,1,17,185,18
592-2,136,5,17,172,18
593-1,130,4,17,164,18
593-2,123,4,17,154,18
594-1,115,5,17,143,18
595-1,144,2,17,180,18
595-2,154,3,17,182,18
596-1,119,3,17,160,18
596-2,136,5,17,162,18
597-1,165,2,17,189,18
597-2,139,3,17,164,18
598-1,81,6,17,118,18
599-1,143,6,17,172,18
599-2,144,4,17,171,18
6-1,113,5,17,135,18
60-1,172,2,17,222,18
600-1,143,4,17,174,18
601-1,160,2,17,195,18
601-2,172,3,17,196,18
602-1,145,5,17,186,18
602-2,151,6,17,159,18
603-1,161,3,17,194,18
603-2,152,4,17,179,18
604-1,137,5,17,154,18
604-2,106,7,17,131,18
605-1,135,3,17,159,18
605-2,138,2,17,161,18
606-1,131,4,17,185,18
606-2,163,4,17,189,18
607-1,123,4,17,149,18
608-1,138,2,17,164,18
608-2,130,5,17,157,18
609-1,138,6,17,162,18
609-2,126,2,17,166,18
61-1,183,5,17,240,18
61-2,186,3,17,207,18
610-1,99,5,17,126,18
610-2,106,4,17,129,18
611-1,162,3,17,191,18
611-2,152,3,17,195,18
612-1,147,3,17,181,18
612-2,142,4,17,172,18
613-1,143,2,17,177,18
614-1,119,4,17,158,18
615-1,143,3,17,175,18
615-2,139,4,17,174,18
616-1,111,3,17,137,18
616-2,101,5,17,133,18
617-1,108,4,17,151,18
617-2,126,4,17,153,18
618-1,126,4,17,146,18
618-2,131,3,17,150,18
619-1,104,7,17,124,18
62-1,110,7,17,129,18
620-1,173,1,17,248,18
620-2,98,8,17,104,18
622-1,148,2,17,179,18
622-2,141,3,17,180,18
623-1,171,2,17,206,18
623-2,119,8,17,126,18
624-1,145,5,17,183,18
624-2,157,1,17,186,18
625-1,81,5,17,121,18
627-1,103,6,17,124,18
628-1,124,5,17,158,18
628-2,131,3,17,161,18
629-1,140,3,17,172,18
629-2,129,5,17,173,18
63-1,129,5,17,165,18
63-2,136,4,17,166,18
630-1,153,5,17,172,18
631-1,155,5,17,171,18
631-2,128,6,17,149,18
632-1,115,7,17,138,18
632-2,126,4,17,139,18
633-1,121,6,17,158,18
633-2,138,6,17,159,18
634-1,133,5,17,162,18
634-2,124,5,17,140,18
635-1,129,5,17,162,18
635-2,129,6,17,163,18
636-1,156,5,17,208,18
636-2,172,5,17,200,18
64-1,102,6,17,110,18
64-2,90,5,17,112,18
65-1,136,5,17,166,18
65-2,154,4,17,168,18
66-1,90,6,17,142,18
67-1,168,3,17,208,18
67-2,168,6,17,202,18
68-1,171,3,17,214,18
68-2,186,3,17,217,18
69-1,152,5,17,182,18
69-2,106,8,17,116,18
7-1,136,5,17,178,18
7-2,130,5,17,180,18
70-1,112,7,17,135,18
71-1,119,6,17,147,18
72-1,124,6,17,154,18
73-1,128,6,17,158,18
73-2,142,5,17,162,18
74-1,132,3,17,178,18
74-2,148,6,17,165,18
75-1,104,7,17,137,18
75-2,129,3,17,138,18
76-1,167,3,17,191,18
76-2,144,4,17,181,18
77-1,128,7,17,164,18
77-2,148,3,17,167,18
78-1,164,4,17,196,18
78-2,143,5,17,151,18
7894-1,143,4,17,169,18
7894-2,126,8,17,176,18
7895-1,142,6,17,172,18
7895-2,152,4,17,168,18
7896-1,147,4,17,182,18
7896-2,173,5,17,190,18
7897-1,121,6,17,133,18
7898-1,160,5,17,207,18
7898-2,166,4,17,212,18
79-1,137,3,17,169,18
79-2,154,2,17,172,18
7900-1,135,5,17,155,18
7900-2,136,5,17,155,18
7901-1,138,7,17,161,18
7901-2,138,4,17,163,18
7902-1,184,4,17,204,18
7902-2,172,3,17,197,18
7903-1,118,6,17,145,18
7903-2,122,4,17,144,18
7904-1,170,3,17,231,18
7904-2,163,5,17,204,18
7905-1,166,5,17,198,18
7905-2,155,4,17,206,18
7906-1,178,4,17,206,18
7907-1,179,4,17,230,18
7907-2,139,5,17,173,18
7908-1,128,5,17,165,18
7908-2,144,3,17,166,18
7909-1,171,2,17,201,18
7909-2,142,5,17,191,18
7910-1,179,4,17,210,18
7910-2,138,8,17,148,18
7911-1,168,5,17,200,18
7912-1,135,4,17,186,18
7913-1,150,3,17,186,18
7913-2,143,4,17,180,18
7914-1,144,4,17,172,18
7914-2,129,5,17,174,18
7915-1,126,5,17,157,18
7915-2,124,5,17,148,18
7916-1,121,9,17,130,18
7916-2,82,8,17,89,18
7917-1,169,4,17,213,18
7917-2,168,4,17,218,18
7918-1,111,4,17,140,18
7918-2,100,8,17,121,18
7919-1,163,3,17,223,18
7919-2,146,7,17,168,18
7920-1,150,2,17,176,18
7920-2,142,2,17,180,18
7921-1,133,3,17,152,18
7921-2,117,4,17,141,18
7922-1,140,3,17,185,18
7922-2,155,4,17,184,18
7923-1,176,3,17,218,18
7923-2,161,4,17,206,18
7924-1,143,3,17,173,18
7924-2,156,5,17,176,18
7926-1,148,4,17,184,18
7927-1,144,5,17,184,18
7927-2,141,4,17,182,18
7928-1,103,8,17,131,18
7929-1,138,5,17,166,18
7929-2,137,2,17,170,18
7930-1,153,4,17,187,18
7930-2,148,5,17,177,18
7931-1,137,7,17,160,18
7931-2,129,4,17,158,18
7932-1,130,4,17,155,18
7932-2,126,5,17,146,18
7933-1,135,4,17,161,18
7933-2,107,5,17,149,18
7934-1,167,3,17,217,18
7934-2,107,9,17,109,18
7935-1,135,4,17,190,18
7935-2,172,1,17,193,18
7936-1,153,3,17,188,18
7936-2,141,4,17,180,18
7937-1,209,4,17,250,18
7937-2,185,6,17,221,18
7938-1,153,4,17,188,18
7938-2,164,4,17,198,18
7939-1,158,3,17,192,18
7939-2,162,2,17,181,18
7940-1,138,5,17,177,18
7942-1,135,8,17,144,18
7943-1,163,6,17,197,18
7943-2,154,3,17,192,18
7944-1,178,4,17,222,18
7944-2,171,2,17,209,18
7945-1,127,5,17,171,18
7945-2,109,4,17,130,18
7946-1,138,3,17,174,18
7946-2,123,8,17,137,18
7947-1,162,4,17,183,18
7947-2,161,3,17,180,18
7948-1,148,4,17,186,18
7948-2,144,7,17,170,18
7949-1,141,6,17,164,18
7949-2,128,5,17,168,18
7950-1,104,6,17,148,18
7950-2,101,7,17,145,18
7951-1,143,5,17,179,18
7951-2,128,3,17,145,18
7952-1,127,5,17,179,18
7952-2,139,6,17,163,18
7953-1,149,5,17,186,18
7953-2,172,2,17,187,18
8-1,96,4,17,148,18
80-1,149,4,17,165,18
80-2,137,4,17,171,18
81-1,140,5,17,178,18
81-2,124,5,17,169,18
82-1,124,6,17,162,18
82-2,129,6,17,133,18
83-1,97,9,17,109,18
84-1,115,7,17,126,18
84-2,117,4,17,127,18
85-1,107,6,17,144,18
87-1,154,2,17,187,18
87-2,155,4,17,188,18
89-1,111,6,17,140,18
9-1,141,3,17,205,18
91-1,154,3,17,181,18
91-2,127,6,17,163,18
92-1,155,2,17,204,18
92-2,154,6,17,181,18
93-1,109,6,17,156,18
93-2,144,5,17,159,18
94-1,123,5,17,143,18
95-1,109,4,17,133,18
96-1,113,4,17,156,18
97-1,176,1,17,221,18
97-2,161,5,17,180,18
98-1,158,2,17,194,18
98-2,152,4,17,182,18
1-1,179,3,18,207,19
1-2,156,8,18,172,19
10-1,147,5,18,158,19
10-2,155,6,18,159,19
101-1,177,1,18,197,19
101-2,114,8,18,132,19
102-1,156,6,18,178,19
102-2,137,6,18,153,19
103-1,130,5,18,149,19
104-1,124,6,18,154,19
104-2,152,5,18,158,19
105-1,123,6,18,147,19
106-1,158,4,18,189,19
106-2,163,6,18,188,19
107-1,109,6,18,126,19
107-2,109,7,18,112,19
108-1,155,3,18,175,19
108-2,155,4,18,178,19
109-1,145,5,18,176,19
109-2,161,5,18,179,19
11-1,156,7,18,170,19
110-1,198,3,18,211,19
110-2,185,4,18,201,19
111-1,130,5,18,156,19
111-2,132,5,18,153,19
11138-1,165,3,18,189,19
11138-2,151,4,18,187,19
11139-1,180,6,18,219,19
11139-2,175,7,18,185,19
11140-1,169,3,18,200,19
11140-2,163,6,18,175,19
11141-1,136,6,18,154,19
11141-2,144,2,18,157,19
11142-1,190,3,18,223,19
11142-2,167,4,18,196,19
11143-1,164,7,18,197,19
11143-2,169,4,18,186,19
11144-1,167,2,18,203,19
11144-2,196,5,18,211,19
11145-1,163,5,18,187,19
11145-2,179,2,18,185,19
11146-1,163,6,18,193,19
