inning_id,runs,wickets,overs,final_score,checkpoint
1-1,33,1,4,207,5
1-2,43,0,4,172,5
10-1,17,0,4,158,5
10-2,39,1,4,159,5
101-1,34,0,4,197,5
101-2,15,3,4,132,5
102-1,44,1,4,178,5
102-2,20,1,4,153,5
103-1,19,1,4,149,5
104-1,29,0,4,154,5
104-2,45,0,4,158,5
105-1,14,1,4,147,5
106-1,20,1,4,189,5
106-2,40,1,4,188,5
107-1,16,1,4,126,5
107-2,40,0,4,112,5
108-1,35,0,4,175,5
108-2,50,0,4,178,5
109-1,40,0,4,176,5
109-2,38,1,4,179,5
11-1,45,0,4,170,5
110-1,39,0,4,211,5
110-2,40,1,4,201,5
111-1,32,1,4,156,5
111-2,26,1,4,153,5
11138-1,38,0,4,189,5
11138-2,30,1,4,187,5
11139-1,35,2,4,219,5
11139-2,34,1,4,185,5
11140-1,24,1,4,200,5
11140-2,38,0,4,175,5
11141-1,37,0,4,154,5
11141-2,33,1,4,157,5
11142-1,43,2,4,223,5
11142-2,38,1,4,196,5
11143-1,32,0,4,197,5
11143-2,39,1,4,186,5
11144-1,23,1,4,203,5
11144-2,38,0,4,211,5
11145-1,39,0,4,187,5
11145-2,27,0,4,185,5
11146-1,22,1,4,193,5
11146-2,29,1,4,189,5
11147-1,43,0,4,233,5
11147-2,22,3,4,120,5
11148-1,22,2,4,182,5
11148-2,25,3,4,174,5
11149-1,37,2,4,175,5
11149-2,36,1,4,163,5
11150-1,31,0,4,164,5
11150-2,51,0,4,174,5
11151-1,27,1,4,176,5
11151-2,27,2,4,147,5
11152-1,20,1,4,134,5
11152-2,40,0,4,142,5
11153-1,41,0,4,210,5
11153-2,45,1,4,219,5
112-1,27,1,4,174,5
112-2,34,0,4,175,5
113-1,16,0,4,145,5
113-2,23,1,4,146,5
11309-1,30,0,4,165,5
11309-2,20,2,4,142,5
11310-1,22,1,4,142,5
11311-1,27,1,4,154,5
11311-2,41,1,4,164,5
11312-1,23,1,4,150,5
11313-1,26,1,4,158,5
11313-2,24,1,4,152,5
11314-1,20,3,4,114,5
11315-1,20,0,4,204,5
11315-2,29,1,4,210,5
11316-1,54,2,4,158,5
11316-2,15,3,4,164,5
11317-1,30,1,4,183,5
11317-2,45,1,4,183,5
11318-1,41,0,4,191,5
11318-2,33,0,4,192,5
11319-1,26,0,4,180,5
11319-2,44,1,4,175,5
11320-1,34,0,4,170,5
11320-2,36,1,4,164,5
11321-1,31,2,4,164,5
11321-2,30,0,4,121,5
11322-1,24,1,4,179,5
11322-2,50,0,4,179,5
11323-1,21,0,4,190,5
11323-2,45,0,4,180,5
11324-1,16,0,4,139,5
11325-1,33,0,4,174,5
11325-2,38,0,4,136,5
11326-1,27,1,4,219,5
11326-2,29,2,4,219,5
11327-1,32,1,4,171,5
11327-2,49,1,4,168,5
11328-1,42,1,4,168,5
11328-2,35,1,4,177,5
11329-1,50,1,4,164,5
11330-1,25,1,4,165,5
11330-2,23,3,4,172,5
11331-1,25,1,4,196,5
11331-2,37,0,4,194,5
11332-1,32,1,4,179,5
11332-2,16,1,4,185,5
11333-1,43,1,4,213,5
11333-2,51,1,4,190,5
11334-1,29,1,4,185,5
11334-2,36,0,4,182,5
11335-1,26,1,4,159,5
11336-1,34,1,4,169,5
11336-2,35,0,4,167,5
11337-1,43,1,4,193,5
11337-2,46,0,4,176,5
11338-1,31,0,4,241,5
11338-2,22,2,4,204,5
11339-1,65,0,4,232,5
11339-2,37,1,4,174,5
11341-1,7,1,4,186,5
11342-1,36,0,4,170,5
11342-2,41,1,4,165,5
11343-1,22,1,4,186,5
11344-1,25,2,4,124,5
11345-1,44,0,4,179,5
11345-2,38,3,4,187,5
11346-1,30,0,4,172,5
11347-1,29,0,4,143,5
114-1,15,2,4,147,5
114-2,35,1,4,148,5
11412-1,14,2,4,136,5
11412-2,25,2,4,140,5
11413-1,37,1,4,171,5
11413-2,32,0,4,170,5
11414-1,33,1,4,155,5
11414-2,16,0,4,162,5
11415-1,38,0,4,152,5
11415-2,33,1,4,157,5
115-1,29,0,4,192,5
116-1,28,2,4,112,5
117-1,29,0,4,163,5
117-2,27,1,4,164,5
118-1,27,0,4,165,5
118-2,19,2,4,146,5
119-1,14,2,4,133,5
12-1,28,0,4,142,5
12-2,10,4,4,145,5
121-1,12,2,4,101,5
122-1,36,0,4,179,5
123-1,22,1,4,158,5
124-1,47,1,4,184,5
124-2,19,2,4,160,5
125-1,29,2,4,189,5
125-2,44,0,4,180,5
126-1,31,2,4,150,5
126-2,25,1,4,150,5
127-1,39,1,4,168,5
127-2,29,0,4,173,5
128-1,36,0,4,168,5
128-2,23,1,4,156,5
129-1,26,2,4,149,5
129-2,31,1,4,150,5
13-1,35,1,4,171,5
130-1,21,1,4,139,5
130-2,23,2,4,112,5
131-1,38,1,4,165,5
131-2,60,0,4,169,5
132-1,38,0,4,187,5
133-1,31,2,4,143,5
133-2,21,1,4,147,5
134-1,37,1,4,139,5
134-2,32,0,4,143,5
135-1,18,1,4,119,5
135-2,12,2,4,116,5
136-1,26,2,4,148,5
136-2,31,1,4,150,5
137-1,19,2,4,164,5
137-2,18,1,4,126,5
138-1,24,1,4,148,5
138-2,15,2,4,139,5
139-1,27,1,4,145,5
139-2,21,0,4,137,5
14-1,20,1,4,172,5
14-2,32,0,4,155,5
140-1,34,0,4,141,5
140-2,7,3,4,142,5
141-1,28,0,4,163,5
141-2,22,2,4,145,5
142-1,15,0,4,153,5
142-2,35,1,4,154,5
143-1,21,2,4,149,5
143-2,41,1,4,150,5
144-1,34,0,4,178,5
145-1,37,0,4,211,5
145-2,16,2,4,133,5
146-1,42,0,4,154,5
146-2,38,0,4,157,5
147-1,21,1,4,145,5
147-2,20,2,4,126,5
148-1,16,1,4,105,5
15-1,27,0,4,188,5
15-2,26,2,4,137,5
150-1,16,2,4,116,5
150-2,23,0,4,118,5
151-1,31,1,4,168,5
151-2,40,0,4,169,5
152-1,22,1,4,140,5
152-2,23,1,4,141,5
153-1,29,1,4,157,5
153-2,27,1,4,141,5
154-1,16,3,4,123,5
155-1,28,1,4,166,5
155-2,20,2,4,113,5
156-1,17,1,4,173,5
156-2,27,0,4,176,5
157-1,31,2,4,119,5
158-1,26,1,4,173,5
158-2,40,1,4,161,5
159-1,32,1,4,129,5
159-2,29,2,4,132,5
16-1,24,1,4,176,5
16-2,32,1,4,177,5
160-1,27,0,4,145,5
160-2,19,1,4,143,5
161-1,22,2,4,120,5
161-2,35,1,4,123,5
162-1,16,1,4,147,5
162-2,24,2,4,151,5
163-1,25,0,4,160,5
163-2,40,0,4,166,5
164-1,26,2,4,134,5
164-2,34,0,4,133,5
165-1,19,2,4,150,5
165-2,14,2,4,136,5
166-1,35,0,4,188,5
166-2,33,0,4,189,5
167-1,16,2,4,134,5
167-2,16,1,4,135,5
168-1,32,3,4,101,5
168-2,20,2,4,102,5
169-1,35,0,4,116,5
169-2,25,1,4,92,5
17-1,41,0,4,161,5
17-2,35,1,4,134,5
170-1,27,2,4,165,5
171-1,25,1,4,170,5
171-2,23,0,4,158,5
172-1,33,2,4,153,5
173-1,35,0,4,146,5
173-2,39,2,4,149,5
174-1,18,2,4,143,5
174-2,21,1,4,137,5
175-1,22,2,4,161,5
175-2,40,0,4,150,5
176-1,41,1,4,212,5
176-2,34,1,4,208,5
177-1,33,1,4,142,5
177-2,27,2,4,146,5
178-1,16,1,4,135,5
178-2,36,0,4,136,5
179-1,47,0,4,190,5
179-2,31,2,4,159,5
18-1,41,0,4,168,5
18-2,28,3,4,169,5
180-1,31,1,4,141,5
181-1,26,0,4,203,5
181-2,32,0,4,204,5
182-1,18,1,4,164,5
182-2,29,2,4,109,5
183-1,46,1,4,218,5
184-1,20,0,4,92,5
185-1,36,1,4,185,5
185-2,32,1,4,190,5
186-1,46,2,4,170,5
186-2,18,2,4,164,5
187-1,36,1,4,168,5
187-2,27,1,4,134,5
188-1,32,1,4,151,5
188-2,28,0,4,155,5
189-1,34,1,4,171,5
189-2,35,1,4,161,5
19-1,21,0,4,159,5
19-2,22,2,4,154,5
190-1,21,1,4,136,5
190-2,25,0,4,136,5
191-1,29,0,4,155,5
191-2,45,0,4,156,5
192-1,19,0,4,171,5
192-2,21,1,4,135,5
193-1,37,1,4,183,5
193-2,41,1,4,152,5
194-1,36,1,4,180,5
194-2,34,0,4,181,5
195-1,34,1,4,148,5
196-1,33,1,4,183,5
196-2,23,1,4,144,5
197-1,48,1,4,183,5
197-2,33,0,4,166,5
198-1,47,1,4,177,5
198-2,26,1,4,160,5
199-1,30,1,4,172,5
2-1,41,0,4,184,5
2-2,39,1,4,187,5
20-1,33,0,4,213,5
20-2,37,2,4,192,5
200-1,45,3,4,177,5
200-2,20,2,4,137,5
201-1,34,1,4,163,5
201-2,29,0,4,164,5
202-1,28,1,4,161,5
202-2,41,0,4,162,5
203-1,32,2,4,188,5
204-1,29,1,4,181,5
204-2,41,1,4,157,5
205-1,30,1,4,181,5
205-2,28,0,4,184,5
206-1,37,0,4,246,5
206-2,29,0,4,223,5
207-1,39,0,4,178,5
207-2,30,0,4,115,5
208-1,31,0,4,200,5
208-2,44,0,4,204,5
209-1,35,0,4,184,5
209-2,26,1,4,147,5
21-1,28,1,4,191,5
21-2,32,1,4,176,5
210-1,34,2,4,159,5
210-2,30,1,4,157,5
211-1,27,1,4,165,5
211-2,31,0,4,141,5
212-1,30,1,4,153,5
213-1,38,0,4,181,5
213-2,23,1,4,167,5
214-1,25,1,4,184,5
214-2,22,1,4,186,5
215-1,31,1,4,154,5
215-2,41,0,4,158,5
216-1,34,0,4,138,5
216-2,32,0,4,139,5
217-1,30,0,4,160,5
218-1,41,2,4,111,5
218-2,26,0,4,112,5
219-1,34,3,4,174,5
219-2,17,3,4,137,5
22-1,32,0,4,198,5
220-1,20,3,4,151,5
220-2,27,1,4,138,5
221-1,35,0,4,183,5
221-2,44,1,4,144,5
222-1,18,3,4,139,5
223-1,21,3,4,130,5
224-1,23,3,4,112,5
224-2,18,3,4,113,5
225-1,24,1,4,174,5
225-2,33,1,4,178,5
226-1,21,0,4,191,5
226-2,22,0,4,134,5
227-1,24,0,4,132,5
228-1,36,1,4,192,5
228-2,26,1,4,195,5
229-1,32,1,4,145,5
229-2,33,3,4,134,5
23-1,47,1,4,187,5
23-2,56,1,4,188,5
230-1,22,2,4,133,5
231-1,31,2,4,184,5
231-2,31,1,4,149,5
232-1,27,2,4,142,5
232-2,17,0,4,104,5
233-1,15,3,4,82,5
234-1,20,0,4,168,5
234-2,11,1,4,146,5
235-1,26,1,4,153,5
235-2,39,0,4,151,5
236-1,30,0,4,137,5
236-2,27,0,4,141,5
237-1,34,0,4,161,5
237-2,31,1,4,162,5
239-1,17,4,4,112,5
24-1,37,1,4,142,5
24-2,21,4,4,128,5
240-1,26,0,4,163,5
240-2,17,2,4,154,5
241-1,23,1,4,151,5
241-2,41,1,4,152,5
242-1,16,1,4,140,5
242-2,33,0,4,143,5
243-1,13,2,4,188,5
243-2,38,0,4,193,5
244-1,22,3,4,148,5
244-2,31,1,4,151,5
245-1,26,1,4,175,5
245-2,22,2,4,142,5
246-1,25,0,4,159,5
246-2,31,1,4,160,5
247-1,31,0,4,182,5
247-2,30,0,4,184,5
248-1,18,0,4,183,5
248-2,30,2,4,162,5
249-1,28,1,4,165,5
25-1,28,0,4,176,5
25-2,24,1,4,179,5
250-1,28,1,4,187,5
250-2,35,0,4,190,5
253-1,30,1,4,168,5
253-2,28,1,4,152,5
254-2,20,1,4,124,5
255-1,33,0,4,132,5
255-2,27,1,4,126,5
256-1,67,0,4,195,5
256-2,31,2,4,147,5
257-1,21,2,4,164,5
257-2,35,1,4,156,5
258-1,43,0,4,171,5
258-2,32,0,4,175,5
259-1,35,0,4,231,5
259-2,25,1,4,202,5
26-1,25,1,4,188,5
26-2,36,1,4,162,5
260-1,36,0,4,172,5
260-2,31,1,4,135,5
261-1,28,1,4,109,5
262-1,29,0,4,142,5
262-2,27,2,4,117,5
263-1,29,0,4,160,5
263-2,45,1,4,161,5
264-1,22,2,4,141,5
264-2,19,0,4,145,5
265-1,17,2,4,129,5
266-1,28,0,4,148,5
266-2,28,1,4,131,5
267-1,28,1,4,94,5
267-2,17,0,4,95,5
268-1,37,0,4,181,5
268-2,30,0,4,155,5
269-1,19,2,4,157,5
269-2,27,2,4,119,5
27-1,52,1,4,131,5
270-1,27,0,4,119,5
271-1,27,1,4,143,5
271-2,29,0,4,144,5
272-1,20,1,4,165,5
272-2,44,0,4,146,5
273-1,19,1,4,159,5
273-2,15,1,4,136,5
274-1,27,1,4,140,5
275-1,27,0,4,169,5
275-2,31,0,4,149,5
276-1,22,0,4,147,5
276-2,26,1,4,149,5
277-1,24,1,4,160,5
277-2,21,2,4,139,5
278-1,23,1,4,156,5
278-2,33,0,4,139,5
279-1,24,1,4,175,5
279-2,16,2,4,179,5
28-1,31,0,4,160,5
28-2,35,0,4,157,5
280-1,38,0,4,205,5
280-2,27,2,4,120,5
281-1,9,1,4,114,5
282-1,41,0,4,178,5
282-2,12,4,4,146,5
283-1,29,0,4,125,5
284-1,25,1,4,119,5
285-1,34,0,4,196,5
285-2,28,1,4,133,5
286-1,29,0,4,136,5
286-2,38,0,4,137,5
287-1,22,1,4,163,5
288-1,25,0,4,146,5
289-1,27,1,4,176,5
289-2,40,1,4,158,5
29-1,30,0,4,182,5
29-2,28,1,4,184,5
290-1,35,0,4,178,5
290-2,31,1,4,181,5
292-1,14,1,4,135,5
292-2,19,2,4,125,5
293-1,23,1,4,170,5
293-2,18,0,4,141,5
294-1,21,2,4,97,5
295-1,31,1,4,136,5
295-2,30,0,4,138,5
296-1,25,1,4,232,5
297-1,23,1,4,152,5
297-2,27,1,4,141,5
298-1,18,2,4,118,5
299-1,17,2,4,133,5
3-1,29,1,4,183,5
30-1,22,1,4,134,5
300-1,34,0,4,198,5
300-2,25,2,4,116,5
302-1,17,2,4,128,5
303-1,30,2,4,175,5
303-2,33,1,4,178,5
304-1,30,1,4,175,5
304-2,16,2,4,177,5
305-1,16,3,4,147,5
305-2,34,0,4,148,5
306-1,57,0,4,185,5
306-2,28,1,4,142,5
307-1,36,0,4,205,5
307-2,24,2,4,147,5
308-1,28,1,4,112,5
31-1,41,0,4,160,5
310-1,20,2,4,129,5
310-2,11,3,4,101,5
311-1,42,0,4,191,5
311-2,35,0,4,160,5
312-1,37,1,4,157,5
312-2,32,1,4,137,5
313-1,20,1,4,193,5
314-1,22,1,4,164,5
314-2,13,3,4,142,5
315-1,28,1,4,166,5
315-2,11,2,4,144,5
316-1,18,2,4,138,5
316-2,10,2,4,142,5
317-1,35,0,4,165,5
317-2,14,2,4,123,5
318-1,28,2,4,110,5
319-1,33,1,4,197,5
319-2,23,2,4,170,5
32-1,33,0,4,207,5
32-2,37,2,4,181,5
320-1,37,0,4,205,5
320-2,25,0,4,208,5
321-1,27,1,4,115,5
322-1,23,0,4,131,5
322-2,22,1,4,137,5
323-1,26,1,4,157,5
323-2,20,2,4,162,5
324-1,31,0,4,155,5
324-2,43,1,4,156,5
325-1,21,1,4,134,5
325-2,33,2,4,132,5
326-1,26,0,4,195,5
326-2,38,0,4,136,5
327-1,7,2,4,92,5
328-1,39,0,4,196,5
328-2,39,0,4,197,5
329-1,37,0,4,182,5
329-2,35,1,4,186,5
33-1,24,1,4,157,5
33-2,30,1,4,96,5
330-1,29,1,4,124,5
331-1,24,0,4,187,5
332-1,17,0,4,164,5
332-2,26,2,4,151,5
333-1,20,1,4,163,5
333-2,18,2,4,166,5
334-1,34,0,4,146,5
334-2,29,0,4,147,5
335-1,27,1,4,192,5
335-2,16,1,4,172,5
336-1,22,0,4,163,5
336-2,32,0,4,164,5
337-1,30,0,4,126,5
337-2,26,1,4,127,5
338-1,25,1,4,189,5
338-2,31,0,4,143,5
339-1,14,2,4,146,5
34-1,46,1,4,153,5
34-2,43,1,4,153,5
340-1,26,0,4,168,5
340-2,26,0,4,171,5
341-1,39,1,4,177,5
341-2,30,1,4,159,5
342-1,34,0,4,207,5
342-2,30,3,4,170,5
343-1,30,0,4,156,5
343-2,31,0,4,149,5
344-1,33,0,4,190,5
344-2,31,1,4,143,5
345-1,24,2,4,152,5
345-2,24,0,4,151,5
346-1,29,0,4,100,5
346-2,19,1,4,101,5
347-1,26,1,4,139,5
347-2,21,1,4,140,5
348-1,21,1,4,186,5
348-2,29,1,4,173,5
349-1,38,0,4,141,5
350-1,24,1,4,158,5
350-2,35,0,4,163,5
351-1,24,0,4,120,5
351-2,20,1,4,119,5
352-1,26,1,4,160,5
352-2,25,1,4,150,5
353-1,32,0,4,150,5
353-2,28,2,4,143,5
354-1,30,1,4,177,5
354-2,22,1,4,134,5
355-1,22,0,4,173,5
355-2,26,1,4,174,5
356-1,31,0,4,181,5
356-2,26,0,4,185,5
357-1,41,1,4,153,5
357-2,37,0,4,154,5
358-1,22,0,4,125,5
359-1,38,0,4,170,5
359-2,21,1,4,145,5
36-1,52,0,4,209,5
36-2,25,2,4,161,5
360-1,5,2,4,141,5
361-1,20,1,4,126,5
361-2,28,1,4,127,5
362-1,29,0,4,173,5
362-2,26,3,4,138,5
363-1,29,1,4,182,5
363-2,16,2,4,155,5
364-1,21,2,4,114,5
365-1,29,0,4,170,5
365-2,25,3,4,125,5
366-1,33,0,4,190,5
366-2,24,1,4,194,5
367-1,13,2,4,171,5
367-2,24,3,4,173,5
368-1,32,0,4,158,5
368-2,32,0,4,160,5
369-1,26,1,4,136,5
369-2,32,2,4,140,5
37-1,31,1,4,162,5
37-2,36,1,4,165,5
370-1,22,2,4,140,5
370-2,14,0,4,108,5
371-1,18,1,4,120,5
372-1,30,1,4,215,5
372-2,39,1,4,194,5
373-1,19,1,4,126,5
373-2,34,0,4,128,5
374-1,17,2,4,141,5
374-2,28,0,4,145,5
375-1,21,0,4,136,5
375-2,21,1,4,102,5
376-1,20,2,4,132,5
376-2,36,1,4,123,5
377-1,26,1,4,162,5
377-2,27,0,4,163,5
378-1,28,0,4,162,5
378-2,40,2,4,144,5
379-1,14,2,4,187,5
379-2,41,0,4,149,5
38-1,35,0,4,161,5
38-2,24,3,4,167,5
380-1,31,0,4,222,5
381-1,31,0,4,190,5
381-2,36,1,4,192,5
382-1,34,1,4,128,5
382-2,29,1,4,129,5
383-1,16,1,4,156,5
383-2,23,0,4,154,5
384-1,21,0,4,126,5
384-2,13,0,4,104,5
385-1,32,1,4,165,5
385-2,23,0,4,160,5
386-1,23,2,4,148,5
386-2,30,1,4,139,5
387-1,18,1,4,99,5
388-1,23,2,4,130,5
388-2,20,2,4,130,5
389-1,21,1,4,144,5
389-2,26,2,4,125,5
39-1,40,0,4,185,5
39-2,40,0,4,189,5
390-1,20,2,4,209,5
390-2,27,2,4,165,5
391-1,31,2,4,138,5
392-1,25,1,4,154,5
393-1,30,1,4,145,5
393-2,51,0,4,148,5
394-1,25,1,4,114,5
394-2,15,1,4,115,5
395-1,35,0,4,183,5
395-2,26,3,4,142,5
396-1,17,1,4,165,5
396-2,10,2,4,166,5
397-1,31,0,4,180,5
397-2,29,0,4,132,5
398-1,10,3,4,124,5
398-2,35,0,4,126,5
399-1,32,0,4,159,5
399-2,22,1,4,135,5
4-1,20,1,4,163,5
4-2,38,1,4,164,5
40-1,19,2,4,155,5
40-2,47,1,4,158,5
400-1,25,1,4,157,5
400-2,19,2,4,153,5
401-1,34,0,4,152,5
401-2,32,2,4,152,5
402-1,16,3,4,119,5
402-2,38,0,4,108,5
403-1,29,0,4,179,5
403-2,16,2,4,92,5
404-1,25,0,4,169,5
405-1,17,1,4,123,5
405-2,16,1,4,127,5
406-1,33,0,4,119,5
406-2,22,0,4,124,5
407-1,14,1,4,117,5
408-1,12,1,4,161,5
409-1,37,0,4,185,5
409-2,36,2,4,186,5
41-1,35,2,4,208,5
410-1,32,0,4,185,5
410-2,38,1,4,186,5
411-1,33,0,4,263,5
411-2,27,1,4,133,5
412-1,34,0,4,171,5
412-2,12,3,4,164,5
413-1,48,1,4,159,5
413-2,28,0,4,162,5
414-1,28,2,4,159,5
414-2,42,0,4,160,5
415-1,23,0,4,149,5
415-2,28,2,4,150,5
416-1,15,4,4,144,5
417-1,31,1,4,194,5
417-2,25,0,4,136,5
418-1,40,0,4,200,5
418-2,33,1,4,186,5
419-1,20,0,4,164,5
419-2,25,0,4,149,5
42-1,19,2,4,138,5
42-2,27,2,4,119,5
420-1,44,1,4,171,5
420-2,32,1,4,173,5
421-1,16,1,4,174,5
421-2,23,2,4,170,5
422-1,10,1,4,164,5
422-2,37,3,4,127,5
423-1,31,0,4,129,5
424-1,20,2,4,136,5
425-1,27,1,4,186,5
425-2,23,1,4,171,5
426-1,20,0,4,187,5
426-2,25,1,4,170,5
427-1,26,1,4,132,5
428-1,20,1,4,80,5
429-1,22,0,4,174,5
429-2,27,1,4,176,5
43-1,19,1,4,148,5
43-2,25,0,4,136,5
430-1,15,0,4,139,5
431-1,43,0,4,178,5
431-2,33,0,4,182,5
432-1,25,1,4,161,5
433-1,24,2,4,154,5
434-1,33,0,4,170,5
434-2,29,1,4,105,5
435-1,26,0,4,223,5
435-2,29,1,4,146,5
436-1,24,1,4,145,5
436-2,20,1,4,147,5
437-1,35,0,4,152,5
437-2,25,2,4,106,5
438-1,23,1,4,183,5
438-2,31,1,4,179,5
439-1,18,1,4,112,5
439-2,24,1,4,116,5
44-1,31,0,4,212,5
440-1,28,0,4,150,5
440-2,22,1,4,120,5
441-1,14,0,4,115,5
441-2,22,1,4,116,5
442-1,22,0,4,141,5
443-1,22,2,4,120,5
444-1,39,1,4,178,5
444-2,30,1,4,184,5
445-1,34,0,4,170,5
445-2,25,2,4,163,5
446-1,20,0,4,168,5
446-2,28,1,4,135,5
447-1,27,1,4,166,5
447-2,22,2,4,152,5
448-1,23,0,4,190,5
449-1,8,3,4,136,5
449-2,17,0,4,113,5
45-1,29,2,4,158,5
450-1,16,2,4,183,5
450-2,27,2,4,133,5
451-1,32,0,4,172,5
451-2,37,1,4,134,5
453-1,20,0,4,130,5
453-2,25,0,4,132,5
454-1,29,0,4,192,5
454-2,27,1,4,144,5
455-1,12,2,4,132,5
455-2,25,1,4,135,5
456-1,23,0,4,165,5
456-2,32,0,4,169,5
457-1,18,3,4,148,5
457-2,22,3,4,125,5
458-1,20,1,4,163,5
458-2,17,0,4,122,5
459-1,17,2,4,145,5
46-1,21,1,4,189,5
46-2,36,0,4,192,5
460-1,41,0,4,205,5
460-2,40,2,4,206,5
461-1,24,1,4,133,5
461-2,19,2,4,135,5
462-1,21,1,4,115,5
463-1,18,2,4,166,5
463-2,39,2,4,167,5
464-1,32,1,4,191,5
464-2,17,2,4,193,5
465-1,25,1,4,177,5
466-1,26,0,4,193,5
466-2,31,1,4,121,5
467-1,20,0,4,140,5
467-2,23,1,4,133,5
468-1,28,2,4,150,5
468-2,33,0,4,148,5
469-1,32,0,4,184,5
469-2,29,0,4,180,5
47-1,22,1,4,138,5
47-2,26,1,4,140,5
470-1,25,1,4,141,5
470-2,32,0,4,142,5
472-1,28,1,4,132,5
472-2,19,1,4,109,5
473-1,21,2,4,125,5
473-2,22,0,4,126,5
474-1,27,2,4,145,5
474-2,25,0,4,146,5
475-1,26,4,4,124,5
475-2,22,0,4,127,5
476-1,23,1,4,152,5
476-2,21,1,4,152,5
477-1,31,1,4,172,5
477-2,13,2,4,157,5
479-1,29,2,4,168,5
479-2,30,2,4,170,5
48-1,28,0,4,167,5
48-2,39,1,4,153,5
480-1,33,0,4,152,5
480-2,27,1,4,156,5
481-1,29,2,4,155,5
481-2,16,2,4,158,5
482-1,33,0,4,170,5
482-2,31,0,4,160,5
483-1,34,0,4,178,5
483-2,41,0,4,181,5
484-1,32,1,4,187,5
484-2,49,0,4,168,5
485-1,20,1,4,160,5
485-2,30,0,4,161,5
486-1,32,0,4,231,5
486-2,21,1,4,187,5
487-1,37,1,4,134,5
487-2,27,2,4,102,5
488-1,35,0,4,198,5
488-2,17,2,4,166,5
489-1,23,1,4,143,5
49-1,31,1,4,195,5
49-2,32,2,4,197,5
490-1,18,1,4,157,5
490-2,29,0,4,160,5
491-1,35,1,4,149,5
492-1,15,1,4,190,5
492-2,31,0,4,191,5
493-1,24,0,4,157,5
493-2,16,1,4,160,5
494-1,24,0,4,148,5
494-2,40,1,4,149,5
495-1,28,0,4,186,5
495-2,26,2,4,170,5
496-1,23,0,4,205,5
496-2,55,1,4,211,5
497-1,32,1,4,141,5
497-2,31,0,4,142,5
498-1,27,0,4,201,5
498-2,29,1,4,139,5
499-1,25,0,4,138,5
499-2,16,1,4,142,5
5-1,30,1,4,157,5
5-2,32,0,4,142,5
50-1,51,0,4,230,5
50-2,37,0,4,223,5
500-1,28,1,4,142,5
500-2,14,1,4,146,5
501-1,21,0,4,178,5
501-2,38,1,4,153,5
502-1,37,1,4,164,5
502-2,46,0,4,165,5
503-1,20,1,4,160,5
503-2,40,0,4,161,5
504-1,27,1,4,154,5
505-1,33,1,4,156,5
505-2,43,0,4,159,5
506-1,28,2,4,195,5
506-2,17,1,4,165,5
507-1,34,1,4,185,5
507-2,39,0,4,189,5
508-1,36,0,4,173,5
508-2,33,0,4,158,5
509-1,37,1,4,179,5
509-2,28,1,4,163,5
51-1,26,2,4,168,5
51-2,36,1,4,161,5
510-1,28,1,4,154,5
511-1,37,1,4,160,5
512-1,30,1,4,115,5
513-1,20,0,4,189,5
514-1,31,1,4,163,5
514-2,24,1,4,135,5
515-1,23,0,4,173,5
515-2,38,0,4,176,5
516-1,43,0,4,226,5
516-2,56,1,4,202,5
517-1,24,1,4,199,5
517-2,40,1,4,200,5
518-1,28,1,4,168,5
518-2,19,1,4,170,5
519-1,38,2,4,150,5
519-2,33,2,4,149,5
52-1,35,0,4,154,5
52-2,27,2,4,158,5
520-1,17,2,4,162,5
520-2,39,2,4,136,5
521-1,34,0,4,209,5
521-2,32,1,4,164,5
522-1,40,0,4,177,5
522-2,23,0,4,179,5
523-1,44,0,4,184,5
523-2,35,0,4,186,5
524-1,38,0,4,177,5
524-2,16,2,4,159,5
525-1,28,0,4,166,5
526-1,26,1,4,164,5
526-2,24,0,4,165,5
527-1,52,2,4,165,5
527-2,33,0,4,169,5
528-1,24,0,4,165,5
528-2,31,1,4,169,5
529-1,25,1,4,127,5
529-2,22,0,4,131,5
53-1,32,1,4,173,5
53-2,35,1,4,164,5
530-1,13,3,4,183,5
531-1,26,1,4,167,5
531-2,20,0,4,163,5
532-1,23,2,4,155,5
533-1,28,1,4,156,5
533-2,32,0,4,157,5
534-1,36,0,4,209,5
534-2,16,0,4,191,5
535-1,22,1,4,146,5
535-2,31,0,4,147,5
536-1,31,0,4,191,5
536-2,25,1,4,191,5
537-1,30,0,4,176,5
538-1,29,1,4,181,5
538-2,33,2,4,154,5
539-1,35,1,4,190,5
539-2,35,0,4,153,5
540-1,30,0,4,130,5
541-1,30,0,4,157,5
541-2,39,0,4,137,5
542-1,47,0,4,192,5
542-2,28,1,4,95,5
543-1,30,1,4,95,5
544-1,30,1,4,150,5
544-2,17,2,4,130,5
545-1,37,0,4,171,5
545-2,24,0,4,158,5
546-1,33,2,4,200,5
547-1,38,0,4,134,5
547-2,42,1,4,132,5
548-1,11,4,4,118,5
549-1,38,0,4,187,5
549-2,39,1,4,179,5
55-1,27,0,4,161,5
55-2,25,1,4,151,5
551-1,47,0,4,192,5
551-2,37,1,4,170,5
552-1,28,0,4,172,5
552-2,33,1,4,149,5
553-1,23,0,4,189,5
553-2,32,1,4,175,5
554-1,22,1,4,148,5
554-2,25,1,4,124,5
555-1,36,0,4,167,5
555-2,26,2,4,132,5
556-1,29,1,4,152,5
556-2,25,2,4,153,5
557-1,51,0,4,226,5
558-1,40,0,4,201,5
558-2,30,2,4,194,5
